udid,ad_view_id,offer_id,accepted,udid,tracking_id,opt_soa_type,control_test
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1a27c5a7-b713-4c75-85aa-764471d9c692,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1d518476-152e-47c9-97e9-828c507873a1,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1d518476-152e-47c9-97e9-828c507873a1,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1d518476-152e-47c9-97e9-828c507873a1,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1d518476-152e-47c9-97e9-828c507873a1,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1ec1ee0c-c9fb-48aa-97b6-d26d3dd28f23,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1ec1ee0c-c9fb-48aa-97b6-d26d3dd28f23,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1ec1ee0c-c9fb-48aa-97b6-d26d3dd28f23,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,1ec1ee0c-c9fb-48aa-97b6-d26d3dd28f23,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,235985af-a1d2-49cb-a1af-97d5f156fcd3,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,235985af-a1d2-49cb-a1af-97d5f156fcd3,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,235985af-a1d2-49cb-a1af-97d5f156fcd3,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,235985af-a1d2-49cb-a1af-97d5f156fcd3,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,23e5b2bf-ee93-4263-939c-298060518e0f,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,23e5b2bf-ee93-4263-939c-298060518e0f,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,23e5b2bf-ee93-4263-939c-298060518e0f,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,23e5b2bf-ee93-4263-939c-298060518e0f,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,280a24b7-19f2-40f1-ad76-ed38e9c71fc0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,280a24b7-19f2-40f1-ad76-ed38e9c71fc0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,280a24b7-19f2-40f1-ad76-ed38e9c71fc0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,280a24b7-19f2-40f1-ad76-ed38e9c71fc0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,28526f97-053a-4e22-b774-2f1b5973f283,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,28526f97-053a-4e22-b774-2f1b5973f283,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,28526f97-053a-4e22-b774-2f1b5973f283,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,28526f97-053a-4e22-b774-2f1b5973f283,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2b3e427c-1f3e-4aef-ae42-0586ba7764f0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2b3e427c-1f3e-4aef-ae42-0586ba7764f0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2b3e427c-1f3e-4aef-ae42-0586ba7764f0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2b3e427c-1f3e-4aef-ae42-0586ba7764f0,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2c0700ba-99e0-4ede-972b-52360bf33829,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2c0700ba-99e0-4ede-972b-52360bf33829,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2c0700ba-99e0-4ede-972b-52360bf33829,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2c0700ba-99e0-4ede-972b-52360bf33829,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2ca0cdc7-03f6-4a6a-b87e-fd4f0c3815f5,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2ca0cdc7-03f6-4a6a-b87e-fd4f0c3815f5,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2ca0cdc7-03f6-4a6a-b87e-fd4f0c3815f5,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2ca0cdc7-03f6-4a6a-b87e-fd4f0c3815f5,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2d7ebbfe-d1b5-4ac7-83a7-edeafc383d7b,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2d7ebbfe-d1b5-4ac7-83a7-edeafc383d7b,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2d7ebbfe-d1b5-4ac7-83a7-edeafc383d7b,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,2d7ebbfe-d1b5-4ac7-83a7-edeafc383d7b,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3279b8ff-ecc3-4325-a8d4-8d3c95bad3d9,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3279b8ff-ecc3-4325-a8d4-8d3c95bad3d9,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3279b8ff-ecc3-4325-a8d4-8d3c95bad3d9,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3279b8ff-ecc3-4325-a8d4-8d3c95bad3d9,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,346f6a95-6e08-4c2a-8d04-e11907a0b0f0,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,346f6a95-6e08-4c2a-8d04-e11907a0b0f0,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,346f6a95-6e08-4c2a-8d04-e11907a0b0f0,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,346f6a95-6e08-4c2a-8d04-e11907a0b0f0,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,36c0b20f-af81-44ff-93cd-f617b1392c00,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,36c0b20f-af81-44ff-93cd-f617b1392c00,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,36c0b20f-af81-44ff-93cd-f617b1392c00,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,36c0b20f-af81-44ff-93cd-f617b1392c00,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3844a4e3-d3a1-452c-8958-972c020b5c8a,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3844a4e3-d3a1-452c-8958-972c020b5c8a,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3844a4e3-d3a1-452c-8958-972c020b5c8a,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,3844a4e3-d3a1-452c-8958-972c020b5c8a,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,401ca5eb-5a88-4921-88c6-eddca363ce51,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,401ca5eb-5a88-4921-88c6-eddca363ce51,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,401ca5eb-5a88-4921-88c6-eddca363ce51,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,401ca5eb-5a88-4921-88c6-eddca363ce51,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,40acaa59-610b-4746-b81f-2efe55d7eafd,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,40acaa59-610b-4746-b81f-2efe55d7eafd,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,40acaa59-610b-4746-b81f-2efe55d7eafd,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,40acaa59-610b-4746-b81f-2efe55d7eafd,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,4338adb7-8908-4184-b0d1-e431d20697c6,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,4338adb7-8908-4184-b0d1-e431d20697c6,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,4338adb7-8908-4184-b0d1-e431d20697c6,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,4338adb7-8908-4184-b0d1-e431d20697c6,FALSE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,,
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,43bced95-f430-4908-91e1-d183dab917d7,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,43bced95-f430-4908-91e1-d183dab917d7,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,.,99
08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,43bced95-f430-4908-91e1-d183dab917d7,TRUE,08002738f255,1a3055e4-711a-4cc1-bb80-b908ee14c6e8,offerwall.new,9
